ID,name
129,Specific heat
130,Adsorption/desorption
131,Covalently bonded
132,High temperature
133,Industrial methods
134,Material synthesis
135,Monoethanolamine
136,Polyethyleneimine
137,Preparation phasis
138,Environmental impact
139,Aerospace industry
140,Aluminum alloys
141,Aluminum coated steel
142,Automotive industry
143,Cleaning
144,Spot welding
145,Thermocouples
146,Tool steel
147,Welds
148,Effective tool
149,Friction stir spot welding
150,Steel tools
151,Thin sheet
152,Tool materials
153,Tool surfaces
154,Weld temperature
155,Friction stir welding
156,Agricultural robots
157,Numerical methods
158,Trees (mathematics)
159,Coordinate ascent
160,Decentralized routing
161,"Intelligence , surveillance , and reconnaissances"
162,Limited communication
163,Monte-Carlo tree searches
164,Multiple autonomous vehicles
165,Myopic algorithm
166,Optimal solutions
167,Autonomous vehicles
168,Armor
169,Deformation
170,Energy dissipation
171,Failure (mechanical)
172,High speed cameras
173,Ballistic fabric
174,Fabric deformations
175,Face deformations
176,Optical interrogation
177,Spectral profile
178,Strain behaviors
179,Degrees of freedom (mechanics)
180,Extraction
181,Functions
182,Linear systems
183,Quality control
184,Strain
185,Thin walled structures
186,Coarse meshes
187,Control meshes
188,Geometrically nonlinear
189,Interpolatory
190,Mixed approach
191,Orthogonality properties
192,Shear and membrane locking
193,Variational principles
194,Locks (fasteners)
195,Physical layer
196,Vehicle to infrastructure
197,Vehicles
198,Finite block length
199,Physical layer security
200,Reliable communication
201,Urban environments
202,Vehicle to infrastructure (V2I)
203,Vehicle to vehicle network (V2V)
204,Network security
205,Bridge decks
206,Computer architecture
207,Concrete bridges
208,Concretes
209,Acoustic excitation
210,Data processing architecture
211,Detection and repairs
212,Inspection methods
213,Internal cracking
214,Long-term maintenances
215,Orders of magnitude
216,Sounding techniques
217,Repair
218,Aluminum
219,Energy efficiency
220,Heat losses
221,Hinges
222,Meteorology
223,Radiative Cooling
224,Thermal conductivity
225,Expansion and contraction
226,Experimental demonstrations
227,Experimental prototype
228,Operating temperature
229,Radiative heat loss
230,Spacecraft components
231,Spacecraft radiators
232,Vacuum environment
233,Radiators
234,Activation energy
235,Carbon dioxide process
236,Carbon footprint
237,Carbon monoxide
238,Catalysts
239,Coal
240,Global warming
241,Iron research
242,Methane
243,Oxalic acid
244,Reaction kinetics
245,Synthesis gas
246,Synthesis gas manufacture
247,Carbon and hydrogens
248,Carbon dioxide emissions
249,Carbon footprint reductions
250,Char gasification
251,Multifunctional agents
252,Process efficiency
253,Syngas production
254,Two-stage process
255,Coal combustion
256,High pass filters
257,Particle detectors
258,Biquad filter
259,Design process
260,Front-end amplifier
261,Particle detection
262,Power efficiency
263,Pulse signal
264,State of the art
265,Transfer characteristics
266,Pulse shaping
267,Data integration
268,Data Science
269,Information use
270,Paper
271,Publishing
272,Search engines
273,Websites
274,Academic journal
275,Empirical studies
276,High volumes
277,Latest development
278,Learning models
279,Research papers
280,Scientific journals
281,Scientific papers
282,Deep learning
283,Crystal lattices
284,Nickel
285,Boundary planes
286,Coincidence site lattices
287,Disorientation angle
288,Face-centered cubic
289,Grain-boundary energy
290,Low angle boundaries
291,Misorientations
292,Grain boundaries
293,Bandwidth
294,Signal to noise ratio
295,Analog to digital converters
296,Coarse quantization
297,Data converter
298,High resolution
299,Multi stage noise shaping
300,Over sampling ratio
301,Power efficient
302,Wide bandwidth
303,Analog to digital conversion
304,Antennas
305,MIMO systems
306,Unmanned aerial vehicles (UAV)
307,Ambiguity resolution
308,Attitude estimation
309,Cooperative navigations
310,Multiple-input multiple-output channels
311,Potential methods
312,Radio frequencies
313,Two degrees of freedom
314,Vector estimates
315,Air navigation
316,Global positioning system
317,Direct measurement
318,Global measurements
319,GPS-denied navigations
320,Inertial measurement unit
321,Laser scan matching
322,Multiplicative extended kalman filters
323,System robustness
324,Useful properties
325,Extended Kalman filters
326,Safety engineering
327,Censored data
328,Censored observations
329,Keypoints
330,Ecodesign
331,Engineers
332,Laws and legislation
333,Product design
334,Academic research
335,Current practices
336,Design engineers
337,Engineering professionals
338,Government regulation
339,Industry practices
340,Social impact assessments
341,Aircraft detection
342,Clutter (information theory)
343,Geometrical optics
344,Matrix algebra
345,Video recording
346,Embedded hardware
347,Epipolar geometry
348,Multi-target tracking
349,Pose estimation algorithm
350,Real time performance
351,Relative rotation
352,State-of-the-art algorithms
353,Iterative methods
354,Calibration
355,Clinical research
356,Joints (anatomy)
357,Calibration method
358,Clinical application
359,Co-ordinate system
360,Electromagnetic sensors
361,Experimental methods
362,In-vivo measurement
363,International Society of Biomechanics
364,Motion tracking system
365,Motion tracking
366,anatomic landmark
367,arm movement
368,Article
369,body position
370,comparative study
371,elbow
372,electromagnetism
373,forearm
374,in vivo study
375,kinematics
376,methodology
377,rotation
378,shoulder
379,wrist
380,Acoustic noise measurement
381,Noise abatement
382,Control performance
383,Intermediate results
384,Noise levels
385,Noise range
386,Radiated noise
387,Radiated sound
388,Tube inserts
389,Valve opening
390,Acoustic variables control
391,Mechanical engineering
392,Mechanisms
393,Conical geometry
394,Conical surfaces
395,Multiloop
396,Position analysis
397,Spherical mechanisms
398,Spheres
399,Aerodynamics
400,Controllers
401,Fixed wings
402,Flight simulators
403,Linear control systems
404,Aerodynamic modeling
405,Angular rate
406,Control schemes
407,Flight modes
408,LQR controller
409,State-dependent
410,Trajectory tracking
411,Vertical take-off and landings
412,Aircraft control
413,Aerospace applications
414,Convolution
415,Failure analysis
416,Field programmable gate arrays (FPGA)
417,Integrated circuit design
418,Low power electronics
419,Military applications
420,Military vehicles
421,Multilayer neural networks
422,Network layers
423,Random errors
424,Static random access storage
425,Binary quantization
426,Configuration memory
427,Design flexibility
428,Low-power consumption
429,Misclassifications
430,Reliability impacts
431,Resource utilizations
432,Static random access memory
433,Convolutional neural networks
434,Computer software
435,Data acquisition
436,Drops
437,Observability
438,Packet loss
439,Communication delays
440,Discrete Kalman filters
441,Network simulator 2
442,Packet-drop probability
443,Supervisory control and data acquisition
444,System observability
445,Separation
446,Aliased
447,CME analysis
448,confounding
449,effect heredity
450,Effect sparsity
451,Hierarchical order
452,Factor analysis
453,Bit error rate
454,Equalizers
455,Errors
456,Frequency allocation
457,Maximum likelihood
458,Mean square error
459,Telemetering equipment
460,Aeronautical telemetry
461,Carrier frequency offsets
462,Discrete-time channels
463,Filter coefficients
464,Frequency selectivity
465,Minimum mean squared error equalizers
466,Reliable estimates
467,Viable solutions
468,Parameter estimation
469,Aircraft
470,Kalman filters
471,Flight test
472,Global constraints
473,Global state
474,Measurement model
475,Monocular cameras
476,Nonlinear uncertainties
477,Relative navigation
478,3D printers
479,Additives
480,Laser heating
481,Open source software
482,Open systems
483,Residual stresses
484,Sintering
485,Complex microstructures
486,Cross correlations
487,Dislocation structures
488,Dislocation substructures
489,Geometrically necessary dislocations
490,High resolution electron backscatter diffractions
491,Laser additive manufacturing
492,Residual strains
493,Aspect ratio
494,Cytology
495,Geometry
496,Liquid films
497,Microfluidics
498,Thermodynamics
499,Water cooled reactors
500,Wetting
501,Ambient environment
502,Capillary effects
503,Large aspect ratio
504,Light water cooled nuclear reactors
505,Microfluidic channel
506,Microfluidic geometry
507,Thin liquid film
508,Barium compounds
509,Couplings
510,Barium borate
511,Spectral feature
512,Terahertz spectra
513,Vibrational couplings
514,Terahertz spectroscopy
515,Light scattering
516,Polarization
517,Free electron
518,Laser focus
519,Nonlinear Thomson scattering
520,Polarization components
521,Red-shifted
522,Spatial patterns
523,Third harmonic
524,Light
525,Developing countries
526,Product development
527,Developing product
528,Developing world
529,Engineered products
530,New product development
531,Probability tables
532,Product development process
533,Product reviews
534,SIMPLE method
535,Fluidic devices
536,Polymethyl methacrylates
537,Printed circuit boards
538,Substrates
539,Temperature
540,Device materials
541,Fluid interface
542,Glass substrates
543,Low temperature processing
544,Microfluidic chip
545,Plastic tubing
546,Pressure tests
547,Drying
548,Ink jet printing
549,Saturation (materials composition)
550,Stainless steel
551,Additive manufacturing process
552,Droplet volume
553,Drying condition
554,Heating conditions
555,Postprocessing methods
556,Saturation levels
557,Saturation limits
558,Saturation parameters
559,DNA
560,Electroless plating
561,Gold Nanorods
562,Metals
563,Nanoelectronics
564,Nanorods
565,Plasmons
566,Semiconducting tellurium
567,Bottom up approach
568,DNA nanostructures
569,Electrical characterization
570,Electroless gold plating
571,Inorganic nanostructures
572,Schottky junctions
573,Semiconductor interfaces
574,Voltage properties
575,Semiconductor junctions
576,Bioinformatics
577,C++ (programming language)
578,Data structures
579,Software prototyping
580,De Bruijn graphs
581,False positive
582,Map-reduce
583,Parallel data structures
584,Parallel operations
585,Specific values
586,Digital storage
587,Learning algorithms
588,Topology
589,Global stability
590,Hierarchical topology
591,Network element
592,Real-world networks
593,Skewed degree distribution
594,Spectral properties
595,Topological evolution
596,Topological features
597,Recurrent neural networks
598,Polynomial approximation
599,Biharmonic problem
600,Continuity constraints
601,Dual basis
602,Dual mortars
603,Fourth order problems
604,Higher-order polynomials
605,Optimal approximation
606,Polynomial splines
607,Mortar
608,Angular distribution
609,Brickmaking
610,Heat flux
611,Heat radiation
612,Radiative transfer
613,Rotary kilns
614,Absorption and scatterings
615,Conductive heat transfer
616,Cylindrical enclosure
617,Discrete ordinates method
618,Particle distributions
619,Radiative heat fluxes
620,Radiative heat transfer
621,Radiative transfer equations
622,3D modeling
623,Four wave mixing
624,Free electron lasers
625,All optical
626,Extreme-ultraviolet free-electron lasers
627,Phase sensitive
628,Pulse train
629,Single-shot measurements
630,Spectrograms
631,Electrons
632,Backscattering
633,Coarsening
634,Cryogenics
635,Electron diffraction
636,Cryogenic loading
637,Cryogenic temperatures
638,Elastic and plastic deformation
639,Electron back scatter diffraction
640,Equal channel angular pressed
641,Micro compressions
642,Science applications
643,Stress-driven grain-growth
644,Grain growth
645,Biocompatibility
646,Cell adhesion
647,Cytotoxicity
648,Plasma applications
649,Polyethylene glycols
650,Resins
651,Sulfur compounds
652,3-D printing
653,Cell migration
654,Design approaches
655,Microfluidic structures
656,Plasma treatment
657,Polyethylene glycol diacrylate
658,spheroid
659,Automotive aluminum
660,Design limitations
661,Joining process
662,Long cycle time
663,Process parameters
664,Rotational velocity
665,Welding process
666,Forecasting
667,Isomers
668,Sustainable development
669,Design for X
670,Engineering community
671,Engineering parameters
672,Performance measure
673,Product requirements
674,U.S.-Mexico border
675,Computer graphics
676,Graphics processing unit
677,Nonlinear systems
678,Predictive control systems
679,Program processors
680,Real time control
681,Robot programming
682,Robotics
683,Robots
684,Control architectures and programming
685,High degree of freedom systems
686,Model learning
687,Nonlinear model predictive control
688,Optimization and optimal control
689,Optimization method
690,Robotics applications
691,Model predictive control
692,Fault detection
693,Network components
694,Circuit components
695,Fault detection techniques
696,Fault Injection techniques
697,Multiple clock domains
698,Networking systems
699,Neutron radiations
700,Partial duplications
701,Radiation-induced
702,Neutron irradiation
703,Flow velocity
704,Fluorescence
705,Focusing
706,Hydrodynamics
707,Optical waveguides
708,Surface micromachining
709,Detection sensitivity
710,Fluorescent signals
711,Hydrodynamic focusing
712,Optofluidic devices
713,Pressure-driven flows
714,Sensitivity and specificity
715,Threedimensional (3-d)
716,Volumetric flow ratio
717,Flow of fluids
718,Curricula
719,Course development
720,Electromagnetics
721,EM theory
722,Engineering instructions
723,ITS applications
724,Teaching and learning
725,Teaching
726,Kinetic energy
727,Kinetics
728,Modulation
729,Navier Stokes equations
730,Stochastic models
731,Stochastic systems
732,Turbulent flow
733,Energy dissipation rate
734,Homogeneous isotropic turbulence
735,Navier-Stokes turbulence
736,One dimensional turbulence
737,Particle Stokes number
738,Particle-induced turbulence
739,Physical interpretation
740,Statistical stationarity
741,Turbulence
742,Railroad transportation
743,Seismology
744,Stiffness
745,Backbone curves
746,High speed rail
747,Large scale tests
748,Parametric curve
749,Tectonic faults
750,Three dimensional finite element model
751,Vertical differential movement
752,Vertical stiffness
753,Abutments (bridge)
754,Binary alloys
755,Cobalt alloys
756,Crystal structure
757,Crystallinity
758,Deposition
759,Lithium batteries
760,Thin films
761,Tin alloys
762,combinatorial
763,High through-put characterization
764,Li metal
765,Protection layers
766,Sn alloys
767,Lithium alloys
768,Anodes
769,Electrochemical cells
770,Fuel cells
771,Glucose
772,Molar ratio
773,Oxygen
774,Reaction rates
775,Electrochemical conditions
776,Electrochemical experiments
777,Electrochemical reaction rates
778,Fuel cell application
779,Glucose fuel cells
780,Glucose oxidation
781,Oxidation efficiency
782,Viologens
783,Electrochemical oxidation
784,anoxic conditions
785,electrochemical method
786,electrode
787,experimental study
788,fuel cell
789,glucose
790,oxic conditions
791,oxidation
792,reaction rate
793,Comparators (optical)
794,Integrated circuits
795,Biasing circuit
796,Circuit functionality
797,Load capacitors
798,Low power application
799,Low supply voltages
800,Measurements of
801,Strength ratios
802,Subthreshold
803,Comparator circuits
804,Friction
805,Friction welding
806,Martensite
807,Martensitic transformations
808,Microstructure
809,Pearlite
810,Pearlitic transformations
811,Scanning electron microscopy
812,Temperature control
813,Cooling rates
814,Geometric properties
815,Interface temperatures
816,Microstructure control
817,Pearlitic microstructure
818,Rotary friction welding
819,Transformation
820,Weld microstructures
821,Cooling
822,Electron transport properties
823,Electron tunneling
824,Finite element method
825,Inverse problems
826,Nanocomposites
827,Nanoparticles
828,Percolation (solid state)
829,Poisson distribution
830,Quantum chemistry
831,Solvents
832,Conductive nanoparticles
833,Effective medium theories
834,Orientation distributions
835,Percolation behavior
836,Percolation theory
837,Piezo-resistive behavior
838,Piezo-resistive sensors
839,Random resistor networks
840,Wearable sensors
841,Compliant mechanisms
842,Potential energy functions
843,Rigid structures
844,Contact analysis
845,Contact-aided compliant mechanisms
846,Geometric constraint
847,Geometric information
848,Large deflection
849,Large deflection analysis
850,Pseudo-rigid body models
851,Static equilibrium configurations
852,Ashes
853,Biomass
854,Fuels
855,Gasification
856,Particle size
857,Char reactivity
858,Diffusion controlled
859,Kinetic reactions
860,Kinetic reactivity
861,Kinetically controlled
862,Non-catalytic
863,Theoretical modeling
864,ash
865,biomass
866,burning
867,catalysis
868,reaction kinetics
869,reactive transport
870,theoretical study
871,Brute force search
872,Generalized grids
873,K points
874,K-point sampling
875,On the flies
876,Regular grids
877,Symmetry reduction
878,Uniform distribution
879,Density functional theory
880,Frequency division multiplexing
881,Frequency domain analysis
882,Low noise amplifiers
883,Microwave antennas
884,Notch filters
885,Printed circuit design
886,Receiving antennas
887,Slot antennas
888,Timing circuits
889,Defected ground plane
890,Electromagnetic isolation
891,Frequency division duplexed
892,Frequency division duplexing
893,Isolation performance
894,Small aircraft
895,Unmanned aerial systems
896,X bands
897,Disturbance rejection
898,Gases
899,MEMS
900,Silicon
901,Thermal gradients
902,Conduction-cooling
903,Fabrication process
904,Gas chromatographic column
905,Heating and cooling rates
906,High-resolution separations
907,Microcolumns
908,Quadratic temperature
909,Temperature profiles
910,Gas chromatography
911,Bicrystals
912,Polycrystals
913,Computational constraints
914,Effective property
915,Grain boundary structure
916,Property data
917,Property measurement
918,Property models
919,Uncertainty quantifications
920,Structural properties
921,Boundary layer flow
922,Boundary layers
923,Buoyancy
924,Differential equations
925,Hydrophobicity
926,Natural convection
927,Nusselt number
928,Polonium compounds
929,Prandtl number
930,Surface properties
931,Analytical investigations
932,Boundary layer thickness
933,Increased temperature
934,Slip length
935,Super-hydrophobic surfaces
936,System of differential equations
937,Temperature jump
938,Vertical wall
939,Alumina
940,Aluminum oxide
941,Calcination
942,Catalysis
943,Ethane
944,Ethylene
945,Nickel oxide
946,Productivity
947,Silica
948,Alumina support
949,Alumina-supported
950,Calcination temperature
951,Energy-efficient process
952,NiO catalysts
953,Oxidative dehydrogenation of ethanes
954,Oxidative dehydrogenations
955,Reaction temperature
956,Dehydrogenation
957,Feedback
958,Identification (control systems)
959,Relay control systems
960,Religious buildings
961,Research laboratories
962,Restoration
963,Adaptive methods
964,Adaptive relay
965,Autotuning
966,Friction stir welding(FSW)
967,Non-oscillations
968,Relay feedback test
969,Relay test
970,article
971,simulation
972,welding
973,Battery management systems
974,Digital communication systems
975,Ions
976,Probability
977,Viterbi algorithm
978,BCJR algorithm
979,Digital communications
980,Interacting multiple model
981,Markovian process
982,Post processing
983,Postprocessing algorithms
984,Probability mass function
985,Transition probabilities
986,Lithium-ion batteries
987,Block codes
988,Space time codes
989,Space-time block coding (STBC)
990,Channel conditions
991,Equalizer coefficients
992,Mean squared error
993,Multipaths
994,Nonconvex functions
995,Sparse channels
996,Transmit diversity
997,Atmospheric temperature
998,Heat transfer
999,Iron ores
1000,Oil field equipment
1001,Convective heat transfer
1002,Particle concentrations
1003,Radiation and convection
1004,Radiative heat transfer equation
1005,Radiative heat transfer modeling
1006,Heat convection
1007,biomedicine
1008,biotechnology
1009,commercial phenomena
1010,economic aspect
1011,economic development
1012,employment
1013,government
1014,human
1015,licensing
1016,patent
1017,priority journal
1018,United States
1019,university
1020,cohort analysis
1021,economics
1022,entrepreneurship
1023,policy
1024,Biotechnology
1025,Cohort Studies
1026,Employment
1027,Entrepreneurship
1028,Humans
1029,Licensure
1030,Policy
1031,Universities
1032,Tantalum
1033,Back stress
1034,cpfem
1035,Crystal plasticity finite element methods (CP FEM)
1036,ebsd
1037,Individual components
1038,Stress-strain response
1039,Public policy
1040,Resource allocation
1041,Surveys
1042,Environmental dynamics
1043,Green human resource management bundles
1044,Green products
1045,Team creativity
1046,Technological turbulences
1047,Human resource management
1048,Reflection
1049,Aperture efficiency
1050,Field of views
1051,Figure of merits
1052,Optimal spacing
1053,Optimal system performance
1054,Phased array feeds
1055,Reflector geometry
1056,Superdirectivity
1057,Speed
1058,Contact lenses
1059,Drug delivery
1060,Hydrogels
1061,Propanol
1062,Silicones
1063,Solubility
1064,Swelling
1065,Targeted drug delivery
1066,Artificial tears
1067,Conventional lens
1068,Hansen solubility parameters
1069,latanoprost
1070,Poly hydroxy ethyl methacrylates
1071,Silicone hydrogels
1072,Solubility parameters
1073,Solvent chemistries
1074,Controlled drug delivery
1075,alpha tocopherol
1076,galyfilcon A
1077,propanol
1078,trichloroethylene
1079,drug release
1080,drug uptake
1081,swelling
1082,Antimicrobial agents
1083,Medical applications
1084,Medical nanotechnology
1085,Metal nanoparticles
1086,Nanomagnetics
1087,Nanostructured materials
1088,Nanotechnology
1089,Peptides
1090,Physicochemical properties
1091,Antibacterial peptides
1092,Biomedical applications
1093,Cathelicidin
1094,Ceragenins
1095,Magnetic nano-particles
1096,Membrane active compounds
1097,Nanoantibiotics
1098,Therapeutic potentials
1099,antiinfective agent
1100,antimicrobial cationic peptide
1101,cathelicidin antimicrobial peptide LL 37
1102,ceragenin
1103,magnetic nanoparticle
1104,nanomaterial
1105,nanoparticle
1106,unclassified drug
1107,antibiofilm activity
1108,antibiotic therapy
1109,antifungal activity
1110,antimicrobial activity
1111,antineoplastic activity
1112,bacterial strain
1113,cancer therapy
1114,drug delivery system
1115,drug efficacy
1116,drug formulation
1117,drug potency
1118,Escherichia coli
1119,experimental therapy
1120,fractional inhibitory concentration index
1121,immunomodulation
1122,immunotherapy
1123,infection prevention
1124,minimum inhibitory concentration
1125,nanomedicine
1126,nonhuman
1127,pathogen clearance
1128,pleiotropy
1129,recurrent disease
1130,regenerative medicine
1131,Review
1132,urinary tract infection
1133,Cyclic quadrilateral
1134,Cylindrical surface
1135,Four-bar mechanisms
1136,Grashof
1137,Graphite fibers
1138,Optical data processing
1139,Autoclave methods
1140,Automated methods
1141,Carbon reinforcements
1142,Flow orientations
1143,High performance composites
1144,Liquid composite molding
1145,Minimum velocities
1146,Optical measurement
1147,Image analysis
1148,Circuit simulation
1149,Computer aided software engineering
1150,Computer programming
1151,Photonic devices
1152,Transceivers
1153,Deep knowledge
1154,Free and open source softwares
1155,Open sources
1156,Photonic integrated circuits
1157,Plug-ins
1158,Photonic integration technology
1159,Clothes
1160,Textiles
1161,Adaptive thinking
1162,Cognitive modes
1163,Creative thinking
1164,Industrial designers
1165,Most likely
1166,Visual thinking
1167,Industrial research
1168,Classification (of information)
1169,Computational linguistics
1170,Intelligent computing
1171,Sentiment analysis
1172,Transfer learning
1173,Based reasonings
1174,Commonsense reasoning
1175,Emotional classification
1176,Empirical evaluations
1177,Implicit knowledge
1178,Internal representation
1179,Linear operations
1180,Threat detection
1181,Embeddings
1182,Electrostatic actuators
1183,Electrostatics
1184,Nanofluidics
1185,Pumps
1186,Capillary force
1187,Electrostatic actuation
1188,Nano channels
1189,Nano scale
1190,Peristaltic pump
1191,Pumping rate
1192,Silica thin films
1193,Continuous time systems
1194,Fault tolerant computer systems
1195,Maintainability
1196,Markov chains
1197,Time-to-failure
1198,Common cause failure
1199,Continuous time Markov chain
1200,Fundamental limitations
1201,Markov chain models
1202,Mitigation techniques
1203,Reliability improvement
1204,System reliability
1205,Triple modular redundancy
1206,Redundancy
1207,End effectors
1208,Sliding mode control
1209,McKibben actuators
1210,Model predictive controllers
1211,Model-based control methods
1212,Multiple-degree-of-freedom
1213,Simultaneous control
1214,Sliding mode controller
1215,Unstructured environments
1216,Variable stiffness
1217,Position control
1218,Analysis and evaluation
1219,Decomposition technique
1220,Design activity
1221,Envelope method
1222,Multi-user
1223,Partitioning methods
1224,Partitioning techniques
1225,Sensitive datas
1226,Computer aided design
1227,Delamination
1228,Signal processing
1229,Acoustic energy
1230,Acoustic response
1231,Bandlimited
1232,Impact-echo testing
1233,Inspection time
1234,Measurement instruments
1235,Moving platform
1236,Multi channel
1237,Dual quaternion
1238,Functional representation
1239,Normal vector
1240,Rigid motions
1241,Single vertex
1242,Cables
1243,Array architecture
1244,Array systems
1245,Large arrays
1246,Large spaces
1247,Self-deployable
1248,Strain energy
1249,MATLAB
1250,Regression analysis
1251,Contour map
1252,Decision boundary
1253,Final decision
1254,Left turns
1255,Safety assessments
1256,Signalized intersection
1257,Traffic volumes
1258,Intersections
1259,Decision trees
1260,Forestry
1261,Information dissemination
1262,Machine learning
1263,Massive data
1264,Offensive operations
1265,Phishing
1266,Neural networks
1267,Bragg cells
1268,Codes (symbols)
1269,Continuum mechanics
1270,Crystallites
1271,Diffraction patterns
1272,Interferometry
1273,Molecular crystals
1274,Nanocrystalline materials
1275,Parameterization
1276,Single crystals
1277,X ray diffraction
1278,Arbitrary Lagrangian Eulerian
1279,Crystal lattice deformation
1280,Cyclotrimethylenetrinitramine
1281,Dynamic compression experiment
1282,In-situ X-ray diffraction
1283,Parametric uncertainties
1284,Single-crystal materials
1285,Thermo-mechanical response
1286,Crime
1287,Game theory
1288,Ground vehicles
1289,Differential games
1290,Human trafficking
1291,Minimum distance
1292,Optimal policies
1293,Potential threats
1294,Rectangular area
1295,State information
1296,Ionizing radiation
1297,Logic gates
1298,Neutron scattering
1299,Radiation effects
1300,Radiation hardening
1301,Configuration scrubbing
1302,Fault injection
1303,Radiation testing
1304,Single event effects
1305,Single event upsets
1306,Single point failure
1307,Error correction
1308,Microcontrollers
1309,Radiation protection
1310,Statistical methods
1311,Error correction codes
1312,Multiple bit upset
1313,Multiple cell upset
1314,Physical layout
1315,Radiation tests
1316,Magnetic fields
1317,Nondestructive examination
1318,Piezoelectricity
1319,Spectroscopy
1320,Transducers
1321,Ultrasonic applications
1322,Vibrations (mechanical)
1323,Electromagnetic excitations
1324,Electromagnetic techniques
1325,Electromagnetic transducer
1326,Non destructive evaluation
1327,Non-linear parameters
1328,Nonlinear resonant ultrasound spectroscopies
1329,Resonance frequencies
1330,Selective excitations
1331,Electric excitation
1332,Computational efficiency
1333,Constraint model
1334,Cross-Axis Flexural Pivot
1335,Geometrical aspects
1336,Numerical results
1337,Preliminary design
1338,Rotational stiffness
1339,Software frameworks
1340,Infill drilling
1341,Oil well drilling
1342,Controller models
1343,Feedback measurements
1344,High fidelity models
1345,Highly accurate
1346,Managed Pressure Drilling
1347,Physical systems
1348,Simulation studies
1349,System modeling
1350,Afterburners (engine)
1351,Large eddy simulation
1352,Military aircraft
1353,Shear flow
1354,Afterburning
1355,Coherence analysis
1356,High temperature ratio
1357,Large Eddy simulation methods
1358,Noise production
1359,Shear layer
1360,Transfer information
1361,Jet aircraft
1362,Crosswalks
1363,Footbridges
1364,Traffic signals
1365,Fatality rates
1366,High intensity
1367,Safety impact
1368,Safety measures
1369,Speed limit
1370,Technological enhancement
1371,Utah department of transportations
1372,Pedestrian safety
1373,Dipole antennas
1374,Electromagnetic waves
1375,Effective area
1376,Gain enhancement
1377,Minimum scattering antennas
1378,Parasitic element
1379,Poynting vectors
1380,Antenna arrays
1381,Angular momentum
1382,Dynamical systems
1383,Momentum transfer
1384,Reynolds equation
1385,Reynolds number
1386,Azimuthal momentum
1387,Free-slip boundary conditions
1388,Full three-dimensional
1389,Independent variables
1390,Momentum transports
1391,Plane Couette flow
1392,Taylor Couette flow
1393,Velocity components
1394,Ability testing
1395,Data Sharing
1396,Monte Carlo methods
1397,Navigation
1398,Cooperative operation
1399,Coordinated resets
1400,Expected improvements
1401,Formation flying
1402,Global navigation
1403,Sharing information
1404,Brain
1405,Chemical activation
1406,Complex networks
1407,Computer aided diagnosis
1408,Graph algorithms
1409,Graph structures
1410,Image classification
1411,Magnetic resonance imaging
1412,Tumors
1413,Activation functions
1414,Brain tumor classifications
1415,Brain tumors
1416,Clinical experience
1417,Computer assisted diagnosis
1418,Network structures
1419,Neural network designs
1420,Commercial off-the-shelf
1421,Fault tolerance
1422,Software testing
1423,System-on-chip
1424,Cache configurations
1425,Silent data corruption (SDC)
1426,Soft error
1427,Software fault tolerances
1428,Software protection
1429,Program compilers
1430,Precision engineering
1431,Future challenges
1432,Kinetostatic
